Happiness Rank,Country,Region,Happiness Score,Economy (GDP per Capita),Family (Social Support),Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Year
86,Armenia,Commonwealth of Independent States,5.283,0.996,0.758,0.585,0.54,0.198,0.079,2021
87,Nepal,South Asia,5.269,0.519,0.702,0.496,0.488,0.135,0.287,2021
88,Bulgaria,Central and Eastern Europe,5.266,1.181,1.055,0.583,0.494,0.005,0.125,2021
89,Maldives,South Asia,5.198,1.115,1.015,0.697,0.575,0.073,0.204,2021
90,Azerbaijan,Commonwealth of Independent States,5.171,1.025,0.841,0.541,0.526,0.276,0.043,2021
91,Cameroon,Sub-Saharan Africa,5.142,0.543,0.556,0.159,0.425,0.058,0.205,2021
92,Senegal,Sub-Saharan Africa,5.132,0.518,0.558,0.357,0.381,0.088,0.158,2021
93,Albania,Central and Eastern Europe,5.117,1.008,0.529,0.646,0.491,0.024,0.168,2021
94,North Macedonia,Central and Eastern Europe,5.101,1.068,0.772,0.535,0.45,0.022,0.212,2021
95,Ghana,Sub-Saharan Africa,5.088,0.68,0.595,0.287,0.517,0.058,0.268,2021
96,Niger,Sub-Saharan Africa,5.074,0.162,0.402,0.167,0.516,0.157,0.2,2021
97,Turkmenistan,Commonwealth of Independent States,5.066,1.046,1.172,0.439,0.602,0.033,0.366,2021
98,Gambia,Sub-Saharan Africa,5.051,0.367,0.511,0.21,0.384,0.123,0.465,2021
99,Benin,Sub-Saharan Africa,5.045,0.507,0.058,0.196,0.457,0.178,0.166,2021
100,Laos,Southeast Asia,5.03,0.808,0.598,0.33,0.643,0.179,0.268,2021
101,Bangladesh,South Asia,5.025,0.635,0.52,0.514,0.603,0.164,0.161,2021
102,Guinea,Sub-Saharan Africa,4.984,0.42,0.399,0.206,0.384,0.111,0.25,2021
103,South Africa,Sub-Saharan Africa,4.956,0.967,0.895,0.265,0.447,0.051,0.144,2021
104,Turkey,Middle East and North Africa,4.948,1.26,0.809,0.59,0.236,0.104,0.097,2021
105,Pakistan,South Asia,4.934,0.637,0.423,0.322,0.418,0.097,0.252,2021
106,Morocco,Middle East and North Africa,4.918,0.792,0.219,0.558,0.477,0.088,0.034,2021
107,Venezuela,Latin America and Caribbean,4.892,0.852,0.897,0.574,0.284,0.072,0.078,2021
108,Georgia,Commonwealth of Independent States,4.891,1.03,0.47,0.498,0.488,0.181,0.032,2021
109,Algeria,Middle East and North Africa,4.887,0.946,0.765,0.552,0.119,0.12,0.144,2021
110,Ukraine,Commonwealth of Independent States,4.875,0.979,0.958,0.517,0.417,0.01,0.181,2021
111,Iraq,Middle East and North Africa,4.854,0.91,0.638,0.381,0.302,0.041,0.153,2021
112,Gabon,Sub-Saharan Africa,4.852,1.037,0.707,0.362,0.424,0.064,0.058,2021
113,Burkina Faso,Sub-Saharan Africa,4.834,0.364,0.472,0.179,0.381,0.122,0.182,2021
114,Cambodia,Southeast Asia,4.83,0.603,0.68,0.426,0.702,0.061,0.21,2021
115,Mozambique,Sub-Saharan Africa,4.794,0.183,0.634,0.196,0.608,0.163,0.228,2021
116,Nigeria,Sub-Saharan Africa,4.759,0.663,0.625,0.051,0.433,0.039,0.212,2021
117,Mali,Sub-Saharan Africa,4.723,0.387,0.59,0.11,0.384,0.072,0.164,2021
118,Iran,Middle East and North Africa,4.721,1.03,0.557,0.561,0.275,0.144,0.33,2021
119,Uganda,Sub-Saharan Africa,4.636,0.364,0.718,0.24,0.398,0.054,0.267,2021
120,Liberia,Sub-Saharan Africa,4.625,0.228,0.58,0.253,0.43,0.057,0.221,2021
121,Kenya,Sub-Saharan Africa,4.607,0.603,0.508,0.385,0.483,0.073,0.375,2021
122,Tunisia,Middle East and North Africa,4.596,0.919,0.515,0.59,0.334,0.044,0.057,2021
123,Lebanon,Middle East and North Africa,4.584,1.045,0.868,0.595,0.175,0.026,0.14,2021
124,Namibia,Sub-Saharan Africa,4.574,0.882,0.801,0.262,0.411,0.059,0.091,2021
125,Palestinian Territories,Middle East and North Africa,4.517,0.646,0.819,0.434,0.33,0.075,0.082,2021
126,Myanmar,Southeast Asia,4.426,0.666,0.713,0.341,0.601,0.178,0.52,2021
127,Jordan,Middle East and North Africa,4.395,0.89,0.685,0.583,0.455,0.15,0.079,2021
128,Chad,Sub-Saharan Africa,4.355,0.255,0.353,0,0.24,0.084,0.215,2021
129,Sri Lanka,South Asia,4.325,0.99,0.82,0.593,0.559,0.049,0.239,2021
130,Swaziland,Sub-Saharan Africa,4.308,0.849,0.693,0.074,0.323,0.147,0.067,2021
131,Comoros,Sub-Saharan Africa,4.289,0.488,0.367,0.279,0.202,0.101,0.241,2021
132,Egypt,Middle East and North Africa,4.283,0.954,0.647,0.426,0.446,0.092,0.069,2021
133,Ethiopia,Sub-Saharan Africa,4.275,0.37,0.679,0.331,0.451,0.114,0.241,2021
134,Mauritania,Sub-Saharan Africa,4.227,0.666,0.749,0.273,0.218,0.133,0.119,2021
135,Madagascar,Sub-Saharan Africa,4.208,0.266,0.503,0.341,0.207,0.087,0.185,2021
136,Togo,Sub-Saharan Africa,4.107,0.254,0.239,0.203,0.289,0.107,0.209,2021
137,Zambia,Sub-Saharan Africa,4.073,0.528,0.552,0.231,0.487,0.074,0.227,2021
138,Sierra Leone,Sub-Saharan Africa,3.849,0.279,0.377,0.1,0.408,0.047,0.243,2021
139,India,South Asia,3.819,0.741,0.316,0.383,0.622,0.106,0.246,2021
140,Burundi,Sub-Saharan Africa,3.775,0,0.062,0.155,0.298,0.212,0.172,2021
141,Yemen,Middle East and North Africa,3.658,0.329,0.831,0.272,0.268,0.089,0.092,2021
142,Tanzania,Sub-Saharan Africa,3.623,0.433,0.54,0.3,0.549,0.231,0.307,2021
143,Haiti,Latin America and Caribbean,3.615,0.294,0.173,0.227,0.257,0.139,0.463,2021
144,Malawi,Sub-Saharan Africa,3.6,0.113,0.168,0.298,0.484,0.134,0.213,2021
145,Lesotho,Sub-Saharan Africa,3.512,0.451,0.731,0.007,0.405,0.015,0.103,2021
146,Botswana,Sub-Saharan Africa,3.467,1.099,0.724,0.34,0.539,0.088,0.027,2021
147,Rwanda,Sub-Saharan Africa,3.415,0.364,0.202,0.407,0.627,0.493,0.227,2021
148,Zimbabwe,Sub-Saharan Africa,3.145,0.457,0.649,0.243,0.359,0.075,0.157,2021
149,Afghanistan,South Asia,2.523,0.37,0,0.126,0,0.01,0.122,2021
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
